task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
415	5c/ff9c28	36722868	NF_VEP:vep:runVEPonVCF (165)	COMPLETED	0	2025-03-24 13:50:41.809	5m	4m 55s	97.8%	412.1 MB	430 MB	878.8 MB	820.7 MB
413	26/02640d	36722725	NF_VEP:vep:runVEPonVCF (163)	COMPLETED	0	2025-03-24 13:50:21.932	5m 30s	4m 59s	96.3%	338.5 MB	356.7 MB	889.6 MB	829.4 MB
411	9d/85f6c2	36722723	NF_VEP:vep:runVEPonVCF (161)	COMPLETED	0	2025-03-24 13:50:21.762	5m 30s	4m 40s	96.7%	325.3 MB	343.6 MB	884.1 MB	824.4 MB
418	eb/7f74b7	36722966	NF_VEP:vep:runVEPonVCF (168)	COMPLETED	0	2025-03-24 13:51:06.790	4m 45s	4m 40s	97.4%	358.6 MB	376.4 MB	887.4 MB	827.3 MB
408	7d/0c5da8	36722638	NF_VEP:vep:runVEPonVCF (158)	COMPLETED	0	2025-03-24 13:50:06.943	5m 55s	5m 23s	97.6%	372.4 MB	390.3 MB	908.7 MB	846.6 MB
416	f3/dbeb20	36722869	NF_VEP:vep:runVEPonVCF (166)	COMPLETED	0	2025-03-24 13:50:41.901	5m 20s	4m 45s	97.2%	371.3 MB	389.6 MB	880.6 MB	823.5 MB
410	0c/25501d	36722641	NF_VEP:vep:runVEPonVCF (160)	COMPLETED	0	2025-03-24 13:50:07.112	6m	5m 7s	97.7%	463.7 MB	481.5 MB	907.2 MB	841.5 MB
421	87/df3f26	36722970	NF_VEP:vep:runVEPonVCF (171)	COMPLETED	0	2025-03-24 13:51:07.230	5m	4m 24s	97.5%	331.4 MB	349.3 MB	875.4 MB	816.9 MB
422	1b/22834b	36722971	NF_VEP:vep:runVEPonVCF (172)	COMPLETED	0	2025-03-24 13:51:07.323	5m	4m 37s	97.0%	360.7 MB	378.8 MB	869.8 MB	812.2 MB
424	b0/8daa94	36723122	NF_VEP:vep:runVEPonVCF (174)	COMPLETED	0	2025-03-24 13:51:26.860	4m 40s	4m 9s	98.0%	333.4 MB	351.3 MB	878.4 MB	818.8 MB
